COUNT(I.INT_SEQ_NO),SUM(I.INT_PAYABLE_AMT),INT_SUM_INSURED,INT_DATE_LOSS,INT_PERIOD_TO,PAY_CAT_DESC,ANNUAL_TOTAL_PREMIUM,CUS_INDV_TITLE,blackList_status
1,533050.0,3000000,21-SEP-20,14-SEP-21,60 DAY CREDIT,71508.88,MR,1
1,533050.0,3000000,21-SEP-20,14-SEP-21,60 DAY CREDIT,59995.51,MR,1
1,8500.0,4000000,26-OCT-21,14-SEP-22,60 DAY CREDIT,48841.64,MR,1
1,39900.0,3000000,09-AUG-21,14-SEP-21,60 DAY CREDIT,75129.85,MR,1
2,79800.0,3000000,09-AUG-21,14-SEP-21,DIRECT,72161.77,MR,1
1,57600.0,3000000,12-JUL-21,14-SEP-21,DIRECT,47760.56,MR,1
2,115200.0,3000000,12-JUL-21,14-SEP-21,DIRECT,72161.77,MR,1
1,57600.0,3000000,12-JUL-21,14-SEP-21,60 DAY CREDIT,71508.88,MR,1
1,241392.64,14300000,02-MAR-24,20-DEC-24,DIRECT,153873.9,MR,1
2,72000.0,4500000,22-NOV-22,14-SEP-23,DIRECT,72161.77,MR,1
1,84223.59,14300000,08-MAY-24,20-DEC-24,DIRECT,153873.9,MR,1
1,,4500000,22-MAY-24,14-SEP-24,60 DAY CREDIT,48841.64,MR,1
2,259800.0,2850000,18-AUG-17,19-JUN-18,60 DAY CREDIT,59302.72,MR,1
1,6250.0,2850000,10-APR-19,19-JUN-19,60 DAY CREDIT,59361.48,MR,1
1,16200.0,2850000,28-FEB-19,19-JUN-19,60 DAY CREDIT,55119.65,MR,1
2,43400.0,2850000,27-AUG-18,19-JUN-19,60 DAY CREDIT,59302.72,MR,1
1,52850.0,4000000,04-MAY-19,30-JUN-19,60 DAY CREDIT,78416.66,MR,1
1,227500.0,825000,12-JUL-18,16-JUL-18,DIRECT,15394.61,MR,1
1,40000.0,3000000,09-SEP-18,13-JUL-19,60 DAY CREDIT,55971.67,MR,1
1,81200.0,3000000,28-JUL-19,13-JUL-20,DIRECT,50973.87,MR,1
1,81200.0,3000000,28-JUL-19,13-JUL-20,60 DAY CREDIT,56559.63,MR,1
1,24000.0,5200000,09-APR-18,21-JUL-18,60 DAY CREDIT,143255.74,MR,1
1,,5000000,24-AUG-17,21-JUL-18,60 DAY CREDIT,124315.75,MR,1
1,,4000000,26-JUL-18,21-JUL-19,60 DAY CREDIT,124315.75,MR,1
1,331484.0,4000000,04-JUN-19,21-JUL-19,60 DAY CREDIT,143255.74,MR,1
1,473350.0,3200000,04-APR-19,21-JUN-19,DIRECT,75094.43,MR,1
1,473350.0,3200000,04-APR-19,21-JUN-19,60 DAY CREDIT,76741.0,MR,1
1,8300.0,3200000,19-MAR-19,21-JUN-19,60 DAY CREDIT,70194.62,MR,1
1,8300.0,3200000,19-MAR-19,21-JUN-19,60 DAY CREDIT,64151.91,MR,1
1,8300.0,3200000,19-MAR-19,21-JUN-19,60 DAY CREDIT,52880.39,MR,1
1,25000.0,3200000,27-AUG-18,21-JUN-19,60 DAY CREDIT,76741.0,MR,1
1,75800.0,3200000,25-AUG-19,21-JUN-20,DIRECT,52410.29,MR,1
1,75800.0,3200000,25-AUG-19,21-JUN-20,60 DAY CREDIT,57851.93,MR,1
1,10000.0,3000000,29-OCT-17,29-JUN-18,60 DAY CREDIT,49601.56,MR,1
1,209034.26,12500000,11-MAY-18,27-JUN-18,60 DAY CREDIT,147968.94,MR,1
1,87526.87,12500000,08-OCT-17,27-JUN-18,60 DAY CREDIT,147968.94,MR,1
1,29527.0,12500000,08-FEB-18,27-JUN-18,60 DAY CREDIT,147968.94,MR,1
2,146049.0,2880000,21-MAY-18,20-JUL-18,DIRECT,44661.01,MRS,1
2,146049.0,2880000,21-MAY-18,20-JUL-18,60 DAY CREDIT,48746.98,MRS,1
2,131725.0,2400000,07-DEC-20,03-JUL-21,DIRECT,40867.73,MRS,1
2,28845.0,2880000,05-OCT-20,11-JUL-21,DIRECT,41572.65,MRS,1
2,,2880000,09-JUN-22,11-JUL-22,60 DAY CREDIT,44874.0,MRS,1
2,212350.0,2400000,18-AUG-21,03-JUL-22,60 DAY CREDIT,47033.18,MRS,1
4,424700.0,2400000,18-AUG-21,03-JUL-22,60 DAY CREDIT,35846.22,MRS,1
2,318325.0,2400000,21-JUL-21,03-JUL-22,60 DAY CREDIT,47033.18,MRS,1
2,,2400000,08-MAR-22,03-JUL-22,60 DAY CREDIT,39951.97,MRS,1
2,403520.0,2400000,23-NOV-22,03-JUL-23,60 DAY CREDIT,39951.97,MRS,1
2,,2880000,15-JUN-23,11-JUL-23,60 DAY CREDIT,44874.0,MRS,1
4,,2400000,01-APR-23,03-JUL-23,60 DAY CREDIT,35846.22,MRS,1
1,58450.0,4400000,15-JUN-18,11-AUG-18,60 DAY CREDIT,79358.37,MR,1
1,58450.0,4400000,15-JUN-18,11-AUG-18,60 DAY CREDIT,76178.75,MR,1
1,43400.0,4400000,21-MAR-18,11-AUG-18,60 DAY CREDIT,76178.75,MR,1
1,43400.0,4400000,21-MAR-18,11-AUG-18,60 DAY CREDIT,76255.27,MR,1
1,182700.0,4400000,24-AUG-18,11-AUG-19,60 DAY CREDIT,76255.27,MR,1
1,37500.0,3600000,07-MAY-19,13-AUG-19,60 DAY CREDIT,56391.25,MR,1
1,37500.0,3600000,07-MAY-19,13-AUG-19,60 DAY CREDIT,58963.88,MR,1
1,36700.0,2800000,09-JUL-20,15-AUG-20,60 DAY CREDIT,56846.58,MR,1
1,12750.0,3600000,03-FEB-18,13-AUG-18,60 DAY CREDIT,56391.25,MR,1
1,46650.0,2800000,24-AUG-19,15-AUG-20,60 DAY CREDIT,56846.58,MR,1
1,,3500000,12-DEC-21,15-AUG-22,60 DAY CREDIT,56905.27,MR,1
2,68020.0,3650000,22-DEC-17,01-AUG-18,60 DAY CREDIT,71024.71,MRS,1
2,329400.0,3650000,28-FEB-18,01-AUG-18,DIRECT,70436.9,MRS,1
2,329400.0,3650000,28-FEB-18,01-AUG-18,60 DAY CREDIT,71024.71,MRS,1
2,310000.0,3650000,06-APR-18,01-AUG-18,DIRECT,70436.9,MRS,1
2,,9000000,08-OCT-22,19-JUL-23,60 DAY CREDIT,92533.0,MRS,1
1,,825000,11-FEB-19,14-AUG-19,60 DAY CREDIT,18798.27,MR,1
1,182235.0,1200000,27-AUG-24,06-AUG-25,60 DAY CREDIT,17307.21,MR,1
1,,1200000,27-AUG-24,06-AUG-25,60 DAY CREDIT,17307.21,MR,1
2,49800.0,2200000,05-JAN-18,21-AUG-18,60 DAY CREDIT,98760.36,MR,1
2,49800.0,2200000,05-JAN-18,21-AUG-18,60 DAY CREDIT,76023.14,MR,1
2,246950.0,2650000,11-APR-18,21-AUG-18,DIRECT,71392.4,MR,1
2,246950.0,2650000,11-APR-18,21-AUG-18,60 DAY CREDIT,73069.26,MR,1
2,36400.0,2650000,05-NOV-19,21-AUG-20,DIRECT,71392.4,MR,1
2,144500.0,4000000,02-NOV-23,22-AUG-24,60 DAY CREDIT,75366.01,MR,1
2,1050000.0,1600000,01-OCT-19,24-AUG-20,60 DAY CREDIT,29374.81,MR,1
1,56000.0,3500000,16-FEB-19,28-JAN-20,60 DAY CREDIT,124626.19,MR,1
1,,3500000,16-OCT-19,28-JAN-20,60 DAY CREDIT,124626.19,MR,1
1,939000.0,3500000,16-OCT-19,28-JAN-20,60 DAY CREDIT,124626.19,MR,1
1,43000.0,3800000,21-SEP-20,16-SEP-21,60 DAY CREDIT,126201.45,MR,1
1,43000.0,3800000,21-SEP-20,16-SEP-21,DIRECT,120218.76,MR,1
2,302676.82,4000000,30-JAN-19,09-AUG-19,DIRECT,45354.04,MISS,1
2,32000.0,4000000,15-JUN-18,09-AUG-18,60 DAY CREDIT,49748.94,MISS,1
2,16000.0,4000000,09-JAN-19,09-AUG-19,DIRECT,49161.12,MISS,1
2,91418.0,4000000,24-OCT-18,09-AUG-19,DIRECT,49278.84,MISS,1
2,91418.0,4000000,24-OCT-18,09-AUG-19,60 DAY CREDIT,49748.94,MISS,1
2,12000.0,4000000,08-JUL-18,09-AUG-18,60 DAY CREDIT,49748.94,MISS,1
2,51800.0,4000000,25-NOV-19,09-AUG-20,60 DAY CREDIT,49748.94,MISS,1
2,,4000000,05-OCT-19,09-AUG-20,60 DAY CREDIT,49925.34,MISS,1
2,23000.0,4000000,10-OCT-19,09-AUG-20,60 DAY CREDIT,49925.34,MISS,1
1,78555.0,239500,01-JUL-18,29-JUN-19,DIRECT,11367.78,MR,1
1,62000.0,5000000,14-AUG-18,27-SEP-18,60 DAY CREDIT,153082.62,MR,1
1,,5000000,14-AUG-19,27-SEP-19,60 DAY CREDIT,133786.95,MR,1
1,76200.0,2700000,09-JUL-18,17-DEC-18,60 DAY CREDIT,64199.69,MRS,1
1,76200.0,2700000,09-JUL-18,17-DEC-18,60 DAY CREDIT,54925.82,MRS,1
6,470100.0,6200000,04-MAR-21,08-AUG-21,60 DAY CREDIT,132516.72,MS.,1
6,,6200000,27-AUG-19,08-AUG-20,60 DAY CREDIT,176126.3,MS.,1
6,,10000000,15-DEC-21,31-MAY-22,60 DAY CREDIT,140372.63,MS.,1
6,454200.0,5600000,25-APR-19,28-SEP-19,60 DAY CREDIT,145311.02,MS.,1
6,180000.0,9800000,07-AUG-23,22-NOV-23,60 DAY CREDIT,114011.05,MS.,1
6,495300.0,9800000,05-DEC-22,22-NOV-23,60 DAY CREDIT,90799.19,MS.,1
6,495300.0,9800000,05-DEC-22,22-NOV-23,60 DAY CREDIT,114011.05,MS.,1
6,,12500000,06-FEB-25,22-NOV-25,60 DAY CREDIT,107268.2,MS.,1
6,,12500000,06-FEB-25,22-NOV-25,60 DAY CREDIT,114011.05,MS.,1
6,,12500000,06-FEB-25,22-NOV-25,DIRECT,92993.39,MS.,1
1,11750.0,2600000,30-APR-19,05-SEP-19,60 DAY CREDIT,47062.37,MR,1
1,48072.4,2800000,15-FEB-19,05-SEP-19,60 DAY CREDIT,45417.43,MR,1
1,90951.2,2800000,28-SEP-18,05-SEP-19,60 DAY CREDIT,30498.55,MR,1
1,90951.2,2800000,28-SEP-18,05-SEP-19,60 DAY CREDIT,41125.56,MR,1
1,90951.2,2800000,28-SEP-18,05-SEP-19,60 DAY CREDIT,31408.5,MR,1
1,52600.0,2600000,24-SEP-17,05-SEP-18,DIRECT,45887.58,MR,1
1,10000.0,2800000,07-AUG-19,05-SEP-19,60 DAY CREDIT,30498.55,MR,1
1,10000.0,2800000,07-AUG-19,05-SEP-19,60 DAY CREDIT,45417.43,MR,1
1,358400.0,6000000,23-MAR-23,04-APR-23,DIRECT,52539.88,MR,1
1,358400.0,6000000,23-MAR-23,04-APR-23,60 DAY CREDIT,49058.23,MR,1
1,53800.0,6000000,07-MAY-24,04-APR-25,60 DAY CREDIT,92189.74,MR,1
1,53800.0,6000000,07-MAY-24,04-APR-25,DIRECT,47977.15,MR,1
1,53800.0,6000000,07-MAY-24,04-APR-25,60 DAY CREDIT,49058.23,MR,1
1,18000.0,4000000,13-FEB-25,07-OCT-25,60 DAY CREDIT,45491.7,MR,1
1,965297.5,4000000,31-MAY-25,07-OCT-25,60 DAY CREDIT,45491.7,MR,1
1,,11000000,25-SEP-25,29-APR-26,DIRECT,59893.09,MR,1
1,31025.0,1500000,31-MAR-18,07-SEP-18,60 DAY CREDIT,24769.84,MRS,1
1,75297.5,1500000,07-OCT-19,07-SEP-20,60 DAY CREDIT,25793.58,MRS,1
1,75297.5,1500000,07-OCT-19,07-SEP-20,60 DAY CREDIT,24769.84,MRS,1
1,75297.5,1500000,07-OCT-19,07-SEP-20,60 DAY CREDIT,25280.62,MRS,1
1,467808.33,1500000,04-SEP-22,29-SEP-22,60 DAY CREDIT,24100.13,MRS,1
1,353300.0,1500000,06-SEP-22,29-SEP-22,DIRECT,25839.72,MRS,1
1,353300.0,1500000,06-SEP-22,29-SEP-22,60 DAY CREDIT,24100.13,MRS,1
1,,1500000,02-AUG-22,29-SEP-22,DIRECT,25839.72,MRS,1
1,191930.0,1500000,06-SEP-23,29-SEP-23,60 DAY CREDIT,27544.71,MRS,1
1,11500.0,5100000,18-JAN-19,24-SEP-19,DIRECT,125814.35,MR,1
1,10000.0,5100000,04-DEC-18,24-SEP-19,60 DAY CREDIT,122645.83,MR,1
1,,5100000,06-JUL-19,24-SEP-19,60 DAY CREDIT,122704.52,MR,1
1,188290.0,5100000,28-JUN-19,24-SEP-19,60 DAY CREDIT,126988.98,MR,1
1,188290.0,5100000,28-JUN-19,24-SEP-19,60 DAY CREDIT,122704.52,MR,1
2,81000.0,2150000,16-OCT-17,27-SEP-18,60 DAY CREDIT,38591.93,MR,1
2,103000.0,2150000,25-MAR-19,27-SEP-19,60 DAY CREDIT,38591.93,MR,1
2,78400.0,2150000,17-APR-18,27-SEP-18,60 DAY CREDIT,38533.25,MR,1
2,78400.0,2150000,17-APR-18,27-SEP-18,60 DAY CREDIT,38591.93,MR,1
2,36400.0,2150000,22-MAR-18,27-SEP-18,60 DAY CREDIT,38591.93,MR,1
2,102900.0,2150000,29-SEP-18,27-SEP-19,60 DAY CREDIT,38533.25,MR,1
2,43103.4,2150000,18-AUG-18,27-SEP-18,60 DAY CREDIT,38533.25,MR,1
2,28330.0,2150000,01-JUN-19,27-SEP-19,60 DAY CREDIT,40387.62,MR,1
2,32000.0,2150000,11-MAY-19,27-SEP-19,60 DAY CREDIT,38533.25,MR,1
3,19500.0,1820000,08-NOV-18,26-SEP-19,60 DAY CREDIT,19778.75,MR,1
3,22545.0,1820000,05-JUL-20,26-SEP-20,60 DAY CREDIT,27580.39,MR,1
3,22545.0,1820000,05-JUL-20,26-SEP-20,60 DAY CREDIT,25869.84,MR,1
3,42000.0,1820000,20-MAY-24,26-SEP-24,60 DAY CREDIT,27580.39,MR,1
3,,1820000,19-APR-25,26-SEP-25,DIRECT,26933.9,MR,1
1,,4400000,14-OCT-18,09-NOV-18,60 DAY CREDIT,101478.26,MR,1
1,,4400000,26-NOV-19,11-NOV-20,DIRECT,66091.09,MR,1
1,,4400000,26-NOV-19,11-NOV-20,60 DAY CREDIT,72985.05,MR,1
2,127000.0,3000000,24-JAN-18,27-SEP-18,60 DAY CREDIT,45002.64,MR,1
2,33800.0,4250000,23-MAR-18,05-OCT-18,60 DAY CREDIT,67570.57,MR,1
2,251900.0,4250000,06-AUG-19,05-OCT-19,60 DAY CREDIT,67511.89,MR,1
1,,3500000,31-DEC-18,15-OCT-19,60 DAY CREDIT,93480.8,MR,1
1,149250.0,3500000,04-OCT-19,15-OCT-19,DIRECT,86035.53,MR,1
1,129600.0,3500000,24-JUN-19,15-OCT-19,60 DAY CREDIT,94655.43,MR,1
1,129600.0,3500000,24-JUN-19,15-OCT-19,60 DAY CREDIT,91549.19,MR,1
2,30000.0,1975000,20-NOV-17,03-OCT-18,60 DAY CREDIT,54353.02,MR,1
4,427300.0,2700000,24-FEB-21,12-FEB-22,60 DAY CREDIT,55285.0,MR,1
2,64610.0,1975000,06-SEP-18,03-OCT-18,60 DAY CREDIT,54353.02,MR,1
2,34000.0,5000000,07-MAR-19,24-OCT-19,60 DAY CREDIT,72657.38,MRS,1
2,130000.0,5000000,21-JUN-18,24-OCT-18,DIRECT,57281.89,MRS,1
2,130000.0,5000000,21-JUN-18,24-OCT-18,60 DAY CREDIT,63413.53,MRS,1
2,,4300000,28-FEB-20,24-OCT-20,DIRECT,57281.89,MRS,1
2,237400.0,5000000,09-OCT-19,24-OCT-19,60 DAY CREDIT,63413.53,MRS,1
1,293423.0,1955000,20-OCT-19,25-OCT-19,DIRECT,31597.93,MR,1
2,226450.0,7300000,25-OCT-18,13-DEC-18,60 DAY CREDIT,105449.96,MR,1
2,226450.0,7300000,25-OCT-18,13-DEC-18,60 DAY CREDIT,105508.64,MR,1
2,125000.0,7300000,22-SEP-18,13-DEC-18,60 DAY CREDIT,105508.64,MR,1
2,46000.0,7300000,19-JUL-18,13-DEC-18,60 DAY CREDIT,97592.54,MR,1
2,88244.44,12000000,25-DEC-21,01-JUN-22,DIRECT,103624.7,MR,1
2,88244.44,12000000,25-DEC-21,01-JUN-22,60 DAY CREDIT,159246.12,MR,1
2,88244.44,12000000,25-DEC-21,01-JUN-22,60 DAY CREDIT,158822.42,MR,1
3,362400.0,5000000,06-OCT-19,12-DEC-19,60 DAY CREDIT,110517.24,MR,1
1,,2275000,06-MAY-18,21-JAN-19,60 DAY CREDIT,63064.38,MR,1
1,11700.0,4200000,10-APR-18,12-NOV-18,DIRECT,107897.44,MR,1
1,,4200000,04-JAN-18,12-NOV-18,60 DAY CREDIT,108485.26,MR,1
1,55716.0,241500,23-JAN-19,25-NOV-19,60 DAY CREDIT,7726.39,MS.,1
1,30150.0,241500,10-JAN-19,25-NOV-19,DIRECT,7374.42,MS.,1
1,41785.0,241500,03-JUL-18,25-NOV-18,DIRECT,7374.42,MS.,1
1,41785.0,241500,03-JUL-18,25-NOV-18,60 DAY CREDIT,7726.39,MS.,1
1,14900.0,3000000,18-DEC-17,22-NOV-18,DIRECT,45757.55,MRS,1
1,9652.5,3000000,19-JAN-19,22-NOV-19,60 DAY CREDIT,59465.22,MRS,1
1,12100.0,3000000,03-SEP-18,22-NOV-18,60 DAY CREDIT,46345.37,MRS,1
1,166157.8,3000000,12-SEP-18,22-NOV-18,60 DAY CREDIT,59465.22,MRS,1
1,54400.0,3400000,15-JAN-23,23-NOV-23,60 DAY CREDIT,47416.54,MRS,1
1,29921.76,3400000,18-AUG-24,23-NOV-24,60 DAY CREDIT,47416.54,MRS,1
1,20260.0,4000000,14-JUL-25,23-NOV-25,60 DAY CREDIT,47416.54,MRS,1
2,20000.0,1900000,26-FEB-19,22-APR-19,60 DAY CREDIT,31149.91,MR,1
1,145770.0,25000000,12-OCT-18,07-DEC-18,60 DAY CREDIT,400272.11,MS.,1
1,145770.0,25000000,12-OCT-18,07-DEC-18,DIRECT,399626.61,MS.,1
2,,2850000,01-JAN-19,04-JAN-19,60 DAY CREDIT,66896.6,MR,1
2,39000.0,2850000,01-DEC-18,04-JAN-19,DIRECT,57146.38,MR,1
2,39000.0,2850000,01-DEC-18,04-JAN-19,60 DAY CREDIT,76780.7,MR,1
2,,3910000,11-NOV-18,02-JAN-19,60 DAY CREDIT,92152.8,MR,1
2,,2850000,28-NOV-19,04-JAN-20,60 DAY CREDIT,76780.7,MR,1
2,77000.0,2850000,11-JAN-22,14-FEB-22,60 DAY CREDIT,63818.14,MR,1
2,77000.0,2850000,11-JAN-22,14-FEB-22,60 DAY CREDIT,78924.2,MR,1
2,8000.0,3910000,26-APR-19,02-JAN-20,60 DAY CREDIT,87497.7,MR,1
8,717600.0,575000,25-MAR-18,14-NOV-18,DIRECT,16449.89,MR,1
1,8000.0,2690000,09-MAR-19,23-NOV-19,DIRECT,56288.57,MISS,1
1,1349000.0,1540000,27-JUN-18,15-JAN-19,DIRECT,42906.51,MR,1
1,216250.0,950000,20-JUL-18,13-DEC-18,60 DAY CREDIT,19432.87,MR,1
1,63400.0,7000000,04-MAY-19,21-DEC-19,DIRECT,83297.66,MR,1
1,109950.0,7000000,16-SEP-18,21-DEC-18,60 DAY CREDIT,91151.32,MR,1
1,19608.7,7000000,08-NOV-19,21-DEC-19,DIRECT,90505.82,MR,1
1,52500.0,7000000,26-AUG-19,21-DEC-19,60 DAY CREDIT,91151.32,MR,1
1,59000.0,12000000,10-APR-25,27-OCT-25,60 DAY CREDIT,162233.6,MR,1
1,,8100000,06-MAY-25,30-DEC-25,DIRECT,106779.87,MR,1
3,,3000000,09-JAN-18,28-DEC-18,60 DAY CREDIT,109382.95,MRS,1
3,174900.0,3000000,26-DEC-18,28-DEC-18,60 DAY CREDIT,65090.93,MRS,1
3,174900.0,3000000,26-DEC-18,28-DEC-18,60 DAY CREDIT,93173.65,MRS,1
3,,3125000,21-FEB-20,28-DEC-20,60 DAY CREDIT,93173.65,MRS,1
6,,3125000,27-DEC-20,28-DEC-20,60 DAY CREDIT,69840.45,MRS,1
3,,3125000,27-DEC-20,28-DEC-20,60 DAY CREDIT,61987.86,MRS,1
3,,3125000,27-DEC-20,28-DEC-20,60 DAY CREDIT,77104.66,MRS,1
3,453000.0,3125000,21-OCT-20,28-DEC-20,60 DAY CREDIT,109382.95,MRS,1
3,453000.0,3125000,21-OCT-20,28-DEC-20,60 DAY CREDIT,61358.61,MRS,1
3,453000.0,3125000,21-OCT-20,28-DEC-20,60 DAY CREDIT,93173.65,MRS,1
3,,3125000,16-OCT-19,28-DEC-19,DIRECT,91992.99,MRS,1
6,859200.0,4800000,23-SEP-22,28-DEC-22,DIRECT,60770.79,MRS,1
3,429600.0,4800000,23-SEP-22,28-DEC-22,60 DAY CREDIT,83831.38,MRS,1
3,429600.0,4800000,23-SEP-22,28-DEC-22,60 DAY CREDIT,93173.65,MRS,1
3,135600.0,3125000,30-NOV-21,28-DEC-21,60 DAY CREDIT,93173.65,MRS,1
3,468600.0,3125000,04-OCT-21,28-DEC-21,60 DAY CREDIT,87077.46,MRS,1
3,468600.0,3125000,04-OCT-21,28-DEC-21,60 DAY CREDIT,109382.95,MRS,1
3,570000.0,4800000,13-DEC-22,28-DEC-22,60 DAY CREDIT,83831.38,MRS,1
3,247500.0,4000000,18-DEC-24,28-DEC-24,DIRECT,91992.99,MRS,1
3,247500.0,4000000,18-DEC-24,28-DEC-24,60 DAY CREDIT,61358.61,MRS,1
3,97650.0,4000000,17-OCT-24,28-DEC-24,60 DAY CREDIT,87077.46,MRS,1
3,97650.0,4000000,17-OCT-24,28-DEC-24,60 DAY CREDIT,65090.93,MRS,1
6,2267100.0,4000000,29-JAN-25,28-DEC-25,60 DAY CREDIT,69840.45,MRS,1
9,3400650.0,4000000,29-JAN-25,28-DEC-25,DIRECT,119878.14,MRS,1
3,1133550.0,4000000,29-JAN-25,28-DEC-25,60 DAY CREDIT,77104.66,MRS,1
3,1133550.0,4000000,29-JAN-25,28-DEC-25,60 DAY CREDIT,61417.3,MRS,1
1,2500.0,5000000,20-JAN-18,18-DEC-18,60 DAY CREDIT,145430.18,MR,1
1,30560.0,1600000,09-NOV-19,09-JAN-20,DIRECT,24393.76,MR,1
1,48787.5,4500000,13-FEB-19,09-JAN-20,60 DAY CREDIT,76947.94,MR,1
1,48787.5,4500000,13-FEB-19,09-JAN-20,DIRECT,67927.97,MR,1
1,17000.0,4500000,30-AUG-18,09-JAN-19,60 DAY CREDIT,68515.79,MR,1
1,31000.0,4500000,09-FEB-18,09-JAN-19,60 DAY CREDIT,74942.76,MR,1
1,,4500000,20-OCT-19,09-JAN-20,60 DAY CREDIT,76947.94,MR,1
1,31500.0,4500000,08-MAY-19,09-JAN-20,60 DAY CREDIT,76947.94,MR,1
1,20250.0,2200000,29-DEC-18,09-JAN-19,60 DAY CREDIT,44684.52,MS.,1
1,12950.0,2200000,14-FEB-20,10-JAN-21,60 DAY CREDIT,34769.36,MS.,1
1,,2200000,10-NOV-19,10-JAN-20,60 DAY CREDIT,44684.52,MS.,1
1,,2200000,10-NOV-19,10-JAN-20,60 DAY CREDIT,29872.45,MS.,1
2,43900.0,2200000,28-SEP-19,10-JAN-20,60 DAY CREDIT,32541.31,MS.,1
1,4950.0,2200000,31-JUL-19,10-JAN-20,60 DAY CREDIT,34769.36,MS.,1
1,20500.0,2400000,12-AUG-23,10-JAN-24,DIRECT,31460.23,MS.,1
1,20500.0,2400000,12-AUG-23,10-JAN-24,60 DAY CREDIT,34828.04,MS.,1
1,16000.0,2400000,05-AUG-24,10-JAN-25,60 DAY CREDIT,34769.36,MS.,1
1,25000.0,2400000,24-OCT-24,10-JAN-25,60 DAY CREDIT,32291.88,MS.,1
1,24100.94,2700000,24-OCT-25,10-JAN-26,DIRECT,31460.23,MS.,1
1,2654590.0,5600000,16-APR-18,07-JAN-19,DIRECT,150744.49,MR,1
8,590000.0,2300000,25-JUN-24,05-MAY-25,DIRECT,125472.51,MR,1
8,474400.0,2300000,25-MAY-24,05-MAY-25,60 DAY CREDIT,66132.42,MR,1
8,755200.0,2300000,12-MAY-24,05-MAY-25,60 DAY CREDIT,66132.42,MR,1
8,648000.0,2300000,08-AUG-24,05-MAY-25,60 DAY CREDIT,65062.55,MR,1
8,380000.0,2300000,17-DEC-24,05-MAY-25,DIRECT,60986.08,MR,1
8,380000.0,2300000,17-DEC-24,05-MAY-25,DIRECT,125472.51,MR,1
8,104000.0,2300000,02-APR-25,05-MAY-25,60 DAY CREDIT,65062.55,MR,1
1,24700.0,5300000,20-APR-18,28-DEC-18,DIRECT,122058.15,MS.,1
1,38800.0,5300000,08-NOV-19,28-DEC-19,DIRECT,122058.15,MS.,1
1,38800.0,5300000,08-NOV-19,28-DEC-19,60 DAY CREDIT,122704.63,MS.,1
1,259600.0,3900000,03-OCT-19,03-SEP-20,60 DAY CREDIT,120178.94,MS.,1
1,,220000,13-JUN-19,25-NOV-19,DIRECT,6864.72,MS.,1
1,,220000,13-JUN-19,25-NOV-19,60 DAY CREDIT,6328.62,MS.,1
1,71300.0,4400000,28-FEB-19,15-FEB-20,DIRECT,68593.74,MR,1
1,188007.5,4400000,09-SEP-18,15-FEB-19,60 DAY CREDIT,69180.45,MR,1
1,8000.0,3000000,09-JUN-18,19-FEB-19,60 DAY CREDIT,99527.43,MRS,1
1,389300.0,5000000,17-JUL-24,19-FEB-25,60 DAY CREDIT,102854.82,MRS,1
2,165200.0,900000,30-AUG-18,23-JAN-19,DIRECT,38543.32,MRS,1
2,132600.0,960000,21-OCT-19,23-JAN-20,60 DAY CREDIT,41878.75,MRS,1
2,61897.18,504850,16-JUL-19,10-NOV-19,DIRECT,8868.79,MRS,1
2,61897.18,504850,16-JUL-19,10-NOV-19,60 DAY CREDIT,9052.06,MRS,1
2,1348100.0,3200000,15-JUN-18,17-JAN-19,DIRECT,62266.18,MR,1
1,11500.0,3200000,09-JUN-18,17-JAN-19,DIRECT,81933.13,MR,1
1,178800.0,3200000,18-JAN-20,17-JAN-21,60 DAY CREDIT,60062.93,MR,1
1,17000.0,3200000,18-AUG-18,17-JAN-19,DIRECT,63821.02,MR,1
1,17000.0,3200000,18-AUG-18,17-JAN-19,60 DAY CREDIT,63347.26,MR,1
1,17000.0,3200000,18-AUG-18,17-JAN-19,60 DAY CREDIT,60062.93,MR,1
13,182000.0,2500000,03-MAR-21,02-JUL-21,60 DAY CREDIT,64507.84,MR,1
13,2988700.0,3050000,12-FEB-21,20-FEB-21,60 DAY CREDIT,166095.19,MR,1
39,8966100.0,3050000,12-FEB-21,20-FEB-21,60 DAY CREDIT,114365.19,MR,1
39,10832250.0,3050000,01-SEP-19,20-FEB-20,60 DAY CREDIT,114365.19,MR,1
13,1363050.0,5500000,15-SEP-22,14-FEB-23,DIRECT,157122.27,MR,1
13,1363050.0,5500000,15-SEP-22,14-FEB-23,60 DAY CREDIT,158302.94,MR,1
13,575900.0,2500000,13-NOV-21,02-JUL-22,60 DAY CREDIT,111315.23,MR,1
13,1860950.0,3000000,29-APR-22,13-FEB-23,60 DAY CREDIT,82067.67,MR,1
13,2936050.0,5500000,04-JUL-21,04-JUL-21,60 DAY CREDIT,80829.19,MR,1
13,,4500000,28-SEP-22,20-FEB-23,60 DAY CREDIT,123733.95,MR,1
13,637000.0,5000000,13-NOV-22,13-FEB-23,60 DAY CREDIT,124813.79,MR,1
13,6928350.0,5500000,29-MAR-23,14-FEB-24,60 DAY CREDIT,158302.94,MR,1
13,2431650.0,5000000,21-FEB-23,13-FEB-24,DIRECT,124162.76,MR,1
13,2306850.0,4800000,04-JUL-24,29-JUN-25,60 DAY CREDIT,209043.45,MR,1
13,1280825.0,3000000,18-SEP-23,13-FEB-24,60 DAY CREDIT,67671.76,MR,1
