COUNT(I.INT_SEQ_NO),SUM(I.INT_PAYABLE_AMT),INT_SUM_INSURED,INT_DATE_LOSS,INT_PERIOD_TO,PAY_CAT_DESC,ANNUAL_TOTAL_PREMIUM,CUS_INDV_TITLE,blackList_status
1,14500.0,1200000,04-AUG-16,31-MAR-17,60 DAY CREDIT,23382.41,MR,1
1,25815.0,900000,01-JUL-20,04-JUN-21,60 DAY CREDIT,17254.77,MR,1
1,598750.0,5700000,27-JAN-20,07-MAY-20,60 DAY CREDIT,72997.85,MR,1
1,18500.0,7000000,11-MAR-21,28-AUG-21,60 DAY CREDIT,85952.54,MR,1
1,30500.0,5700000,06-JAN-20,07-MAY-20,60 DAY CREDIT,86284.69,MR,1
2,61000.0,5700000,06-JAN-20,07-MAY-20,60 DAY CREDIT,78824.61,MR,1
1,,800000,27-JUL-20,11-APR-21,DIRECT,9493.79,MR,1
1,80500.0,6750000,18-SEP-22,07-MAY-23,DIRECT,85203.61,MR,1
1,18500.0,5700000,29-JUL-20,07-MAY-21,DIRECT,78634.99,MR,1
1,238350.0,900000,08-OCT-21,04-JUN-22,DIRECT,10318.59,MR,1
1,238350.0,900000,08-OCT-21,04-JUN-22,DIRECT,15408.27,MR,1
1,238350.0,900000,08-OCT-21,04-JUN-22,60 DAY CREDIT,17254.77,MR,1
2,56040.0,650000,08-JUL-19,14-JUN-20,60 DAY CREDIT,12111.68,MR,1
1,30300.0,5700000,22-SEP-21,07-MAY-22,DIRECT,78634.99,MR,1
1,30300.0,5700000,22-SEP-21,07-MAY-22,60 DAY CREDIT,78634.99,MR,1
1,,7000000,25-FEB-22,28-AUG-22,60 DAY CREDIT,72557.37,MR,1
1,,7000000,25-FEB-22,28-AUG-22,DIRECT,85306.05,MR,1
1,28500.0,5700000,10-MAR-22,07-MAY-22,DIRECT,69341.43,MR,1
1,171212.5,3800000,30-AUG-19,15-FEB-20,DIRECT,68004.99,MR,1
1,20505.0,3800000,04-AUG-19,15-FEB-20,60 DAY CREDIT,68651.59,MR,1
1,12125.0,3800000,12-MAY-19,15-FEB-20,60 DAY CREDIT,68651.59,MR,1
1,783251.0,2200000,14-SEP-13,06-DEC-13,60 DAY CREDIT,35562.47,MR,1
3,106387.5,3700000,12-JAN-18,17-NOV-18,DIRECT,56501.78,MR,1
3,106387.5,3700000,12-JAN-18,17-NOV-18,DIRECT,59109.77,MR,1
3,128880.0,3700000,23-JUN-17,17-NOV-17,60 DAY CREDIT,102004.67,MR,1
3,128880.0,3700000,23-JUN-17,17-NOV-17,60 DAY CREDIT,67906.61,MR,1
3,128880.0,3700000,23-JUN-17,17-NOV-17,60 DAY CREDIT,36226.18,MR,1
3,224370.0,3700000,26-NOV-17,17-NOV-18,60 DAY CREDIT,45879.91,MR,1
3,224370.0,3700000,26-NOV-17,17-NOV-18,60 DAY CREDIT,59755.16,MR,1
3,,3700000,01-MAY-15,17-NOV-15,60 DAY CREDIT,56787.5,MR,1
3,,3700000,01-MAY-15,17-NOV-15,60 DAY CREDIT,53519.77,MR,1
3,,3700000,01-MAY-15,17-NOV-15,60 DAY CREDIT,36226.18,MR,1
3,398700.0,3700000,12-APR-19,17-NOV-19,DIRECT,56347.03,MR,1
3,398700.0,3700000,12-APR-19,17-NOV-19,60 DAY CREDIT,67906.61,MR,1
3,398700.0,3700000,12-APR-19,17-NOV-19,60 DAY CREDIT,36226.18,MR,1
3,,3525000,20-MAR-19,04-NOV-19,60 DAY CREDIT,51862.16,MR,1
3,,3525000,20-MAR-19,04-NOV-19,60 DAY CREDIT,42736.84,MR,1
3,,3525000,20-MAR-19,04-NOV-19,60 DAY CREDIT,48878.43,MR,1
3,,3525000,06-JAN-19,04-NOV-19,DIRECT,54545.18,MR,1
3,,3525000,06-JAN-19,04-NOV-19,60 DAY CREDIT,50806.48,MR,1
3,,3525000,06-JAN-19,04-NOV-19,60 DAY CREDIT,54797.86,MR,1
3,,3525000,06-JAN-19,04-NOV-19,60 DAY CREDIT,42736.84,MR,1
3,395201.25,3700000,22-NOV-18,17-NOV-19,DIRECT,56530.31,MR,1
3,,3700000,19-JAN-14,17-NOV-14,60 DAY CREDIT,54671.33,MR,1
3,,3700000,21-JUL-13,17-NOV-13,60 DAY CREDIT,60284.41,MR,1
3,,3700000,21-JUL-13,17-NOV-13,60 DAY CREDIT,37029.08,MR,1
3,792480.0,3700000,31-MAR-13,17-NOV-13,60 DAY CREDIT,102004.67,MR,1
3,792480.0,3700000,31-MAR-13,17-NOV-13,DIRECT,59109.66,MR,1
3,124500.0,3700000,08-SEP-17,17-NOV-17,DIRECT,59109.77,MR,1
3,124500.0,3700000,08-SEP-17,17-NOV-17,60 DAY CREDIT,37029.08,MR,1
3,124500.0,3700000,08-SEP-17,17-NOV-17,60 DAY CREDIT,67906.61,MR,1
1,754400.0,5800000,05-APR-19,11-DEC-19,DIRECT,58848.29,MR,1
1,,5000000,14-MAR-15,11-DEC-15,60 DAY CREDIT,66032.68,MR,1
1,,5000000,14-MAR-15,11-DEC-15,DIRECT,69807.22,MR,1
1,,5000000,17-MAR-15,11-DEC-15,60 DAY CREDIT,66032.68,MR,1
1,,5000000,17-MAR-15,11-DEC-15,60 DAY CREDIT,60950.92,MR,1
1,231800.0,5800000,08-MAR-19,11-DEC-19,60 DAY CREDIT,64490.38,MR,1
1,231800.0,5800000,08-MAR-19,11-DEC-19,DIRECT,48320.45,MR,1
1,20000.0,5000000,16-MAY-16,11-DEC-16,DIRECT,58848.29,MR,1
1,25350.0,5000000,14-MAY-16,11-DEC-16,DIRECT,58848.29,MR,1
1,25350.0,5000000,14-MAY-16,11-DEC-16,DIRECT,69807.22,MR,1
1,25350.0,5000000,14-MAY-16,11-DEC-16,60 DAY CREDIT,60950.92,MR,1
1,153530.0,4100000,10-SEP-11,20-JUL-12,60 DAY CREDIT,79152.82,MR,1
1,143860.8,3200000,25-JUL-11,20-SEP-11,DIRECT,84660.56,MR,1
1,,138000,01-APR-13,02-APR-13,60 DAY CREDIT,8866.71,MR,1
1,,4700000,21-JAN-12,20-JUL-12,DIRECT,90349.08,MR,1
1,15000.0,3525000,09-MAR-11,04-NOV-11,60 DAY CREDIT,54275.32,MRS,1
1,,3800000,03-MAR-19,09-DEC-19,60 DAY CREDIT,58460.58,MRS,1
1,423002.5,3525000,21-JUL-13,04-NOV-13,60 DAY CREDIT,54833.82,MRS,1
1,,3525000,06-MAY-13,04-NOV-13,60 DAY CREDIT,54275.32,MRS,1
1,,3525000,19-JAN-13,04-NOV-13,60 DAY CREDIT,54833.82,MRS,1
1,,3525000,10-JUL-12,04-NOV-12,60 DAY CREDIT,69270.96,MRS,1
2,56500.0,3800000,31-MAR-21,09-DEC-21,60 DAY CREDIT,54291.62,MRS,1
1,6000.0,1600000,21-FEB-17,12-AUG-17,DIRECT,27348.04,MR,1
1,6000.0,1600000,21-FEB-17,12-AUG-17,DIRECT,24956.73,MR,1
1,6000.0,1600000,21-FEB-17,12-AUG-17,60 DAY CREDIT,24371.88,MR,1
1,21350.0,1600000,07-JUN-17,12-AUG-17,60 DAY CREDIT,25543.54,MR,1
1,12000.0,1600000,24-MAY-16,12-AUG-16,60 DAY CREDIT,25543.54,MR,1
1,24910.0,1800000,16-OCT-18,13-AUG-19,DIRECT,27348.04,MR,1
1,17725.0,1800000,07-MAR-20,13-AUG-20,DIRECT,24956.73,MR,1
1,17725.0,1800000,07-MAR-20,13-AUG-20,60 DAY CREDIT,24372.25,MR,1
1,,1800000,18-FEB-20,13-AUG-20,60 DAY CREDIT,30889.29,MR,1
1,,1800000,18-FEB-20,13-AUG-20,60 DAY CREDIT,25543.54,MR,1
1,18000.0,1800000,04-SEP-19,13-AUG-20,DIRECT,24956.73,MR,1
1,6800.0,1800000,04-SEP-19,13-AUG-20,DIRECT,24956.73,MR,1
1,,1800000,27-JUL-20,13-AUG-20,60 DAY CREDIT,25543.54,MR,1
1,,1800000,26-MAY-19,13-AUG-19,60 DAY CREDIT,30889.29,MR,1
1,,1800000,26-MAY-19,13-AUG-19,DIRECT,24956.73,MR,1
1,8000.0,1600000,21-APR-19,12-SEP-19,60 DAY CREDIT,26275.79,MR,1
1,,4600000,03-NOV-18,10-SEP-19,60 DAY CREDIT,69360.14,MR,1
1,179000.0,5000000,16-OCT-19,12-OCT-20,DIRECT,77291.11,MR,1
1,179000.0,5000000,16-OCT-19,12-OCT-20,60 DAY CREDIT,87487.06,MR,1
1,100835.0,6500000,25-SEP-23,30-MAY-24,60 DAY CREDIT,78662.65,MR,1
1,,4500000,21-APR-24,20-SEP-24,60 DAY CREDIT,47069.6,MR,1
1,,4500000,21-APR-24,20-SEP-24,DIRECT,43824.38,MR,1
1,,4500000,20-JUL-24,20-SEP-24,60 DAY CREDIT,103302.43,MR,1
1,,4500000,20-JUL-24,20-SEP-24,60 DAY CREDIT,55644.92,MR,1
1,,6500000,08-DEC-24,30-MAY-25,60 DAY CREDIT,91430.08,MR,1
1,,6500000,22-OCT-23,30-MAY-24,60 DAY CREDIT,78662.65,MR,1
2,91517.72,2600000,29-JUN-11,05-JAN-12,60 DAY CREDIT,62382.77,MR,1
2,91517.72,2600000,29-JUN-11,05-JAN-12,60 DAY CREDIT,49451.84,MR,1
2,91517.72,2600000,29-JUN-11,05-JAN-12,60 DAY CREDIT,47654.48,MR,1
2,51542.16,2600000,15-JUL-11,05-JAN-12,60 DAY CREDIT,47368.74,MR,1
2,48300.0,2800000,19-MAR-14,05-JAN-15,DIRECT,62176.38,MR,1
2,49600.0,2800000,13-DEC-13,05-JAN-14,DIRECT,62176.39,MR,1
2,49600.0,2800000,13-DEC-13,05-JAN-14,60 DAY CREDIT,62470.79,MR,1
2,49600.0,2800000,13-DEC-13,05-JAN-14,60 DAY CREDIT,53180.86,MR,1
2,49600.0,2800000,13-DEC-13,05-JAN-14,60 DAY CREDIT,49451.84,MR,1
2,,2800000,11-JUL-13,05-JAN-14,60 DAY CREDIT,62822.87,MR,1
2,,2800000,11-JUL-13,05-JAN-14,60 DAY CREDIT,47396.53,MR,1
2,,2800000,11-JUL-13,05-JAN-14,60 DAY CREDIT,60554.38,MR,1
1,18500.0,6000000,09-JAN-16,16-AUG-16,60 DAY CREDIT,119977.62,MR,1
2,20000.0,5800000,28-JAN-16,04-FEB-16,DIRECT,132058.11,MR,1
1,10000.0,5800000,28-JAN-16,04-FEB-16,60 DAY CREDIT,127748.21,MR,1
1,10000.0,5800000,28-JAN-16,04-FEB-16,60 DAY CREDIT,132644.92,MR,1
1,27300.0,8500000,08-MAR-17,15-DEC-17,60 DAY CREDIT,150131.75,MR,1
1,27300.0,8500000,08-MAR-17,15-DEC-17,60 DAY CREDIT,155983.83,MR,1
1,27300.0,8500000,08-MAR-17,15-DEC-17,60 DAY CREDIT,161949.07,MR,1
2,53400.0,5800000,06-MAR-17,04-FEB-18,DIRECT,132058.11,MR,1
1,,1500000,17-AUG-17,05-MAY-18,60 DAY CREDIT,48203.5,MR,1
1,903865.0,7200000,21-DEC-17,30-JUL-18,60 DAY CREDIT,138760.94,MR,1
2,679280.0,1500000,03-SEP-15,05-MAY-16,60 DAY CREDIT,51846.83,MR,1
2,76000.0,7200000,15-NOV-17,30-JUL-18,60 DAY CREDIT,139406.44,MR,1
1,22250.0,7200000,10-NOV-17,30-JUL-18,60 DAY CREDIT,138760.94,MR,1
1,127950.0,4500000,29-JUL-16,25-JAN-17,60 DAY CREDIT,112903.12,MR,1
1,12000.0,5800000,09-APR-19,04-FEB-20,60 DAY CREDIT,125075.99,MR,1
1,,1800000,03-APR-19,25-NOV-19,60 DAY CREDIT,52039.56,MR,1
2,293700.0,1500000,20-AUG-16,05-MAY-17,60 DAY CREDIT,44997.18,MR,1
1,146850.0,1500000,20-AUG-16,05-MAY-17,60 DAY CREDIT,50683.42,MR,1
2,,7200000,18-MAR-19,30-JUL-19,60 DAY CREDIT,145236.84,MR,1
1,,6000000,07-MAR-19,16-AUG-19,DIRECT,116945.52,MR,1
1,,1800000,20-OCT-14,08-AUG-15,60 DAY CREDIT,46309.33,MR,1
1,,1800000,20-OCT-14,08-AUG-15,60 DAY CREDIT,44299.85,MR,1
2,,1500000,21-JUN-16,05-MAY-17,60 DAY CREDIT,44997.18,MR,1
2,,1500000,21-JUN-16,05-MAY-17,60 DAY CREDIT,38510.43,MR,1
2,,7200000,08-FEB-19,30-JUL-19,60 DAY CREDIT,139406.44,MR,1
1,,7200000,08-FEB-19,30-JUL-19,60 DAY CREDIT,125785.44,MR,1
1,,7200000,08-FEB-19,30-JUL-19,60 DAY CREDIT,138760.94,MR,1
1,36850.0,4500000,23-JAN-19,22-NOV-19,60 DAY CREDIT,106702.06,MR,1
1,,1500000,21-JAN-19,05-MAY-19,60 DAY CREDIT,39541.95,MR,1
1,89050.0,1800000,05-DEC-18,25-NOV-19,60 DAY CREDIT,53214.19,MR,1
1,121750.0,4500000,26-MAY-18,25-JAN-19,60 DAY CREDIT,108692.2,MR,1
1,46675.0,1500000,18-SEP-13,05-MAY-14,60 DAY CREDIT,48203.5,MR,1
2,93350.0,1500000,18-SEP-13,05-MAY-14,60 DAY CREDIT,38510.43,MR,1
1,2000.0,1500000,11-DEC-13,05-MAY-14,60 DAY CREDIT,38166.59,MR,1
1,,5800000,04-APR-18,04-FEB-19,60 DAY CREDIT,132351.52,MR,1
1,26100.0,6000000,25-FEB-16,16-AUG-16,60 DAY CREDIT,123969.27,MR,1
1,242600.0,5800000,18-SEP-18,04-FEB-19,60 DAY CREDIT,136329.47,MR,1
1,242600.0,5800000,18-SEP-18,04-FEB-19,DIRECT,124792.79,MR,1
1,21500.0,8500000,13-SEP-18,15-DEC-18,60 DAY CREDIT,161949.07,MR,1
1,32650.0,1500000,06-MAY-17,05-MAY-18,60 DAY CREDIT,39541.95,MR,1
2,,1500000,21-MAR-17,05-MAY-17,60 DAY CREDIT,44997.18,MR,1
1,16000.0,8500000,12-AUG-18,15-DEC-18,60 DAY CREDIT,161949.07,MR,1
1,70000.0,8500000,21-AUG-19,18-MAR-20,60 DAY CREDIT,120142.15,MR,1
2,375900.0,6000000,12-AUG-20,16-AUG-20,60 DAY CREDIT,122538.6,MR,1
1,187950.0,6000000,12-AUG-20,16-AUG-20,60 DAY CREDIT,121363.96,MR,1
1,10000.0,5800000,30-APR-19,04-FEB-20,60 DAY CREDIT,127748.21,MR,1
1,10000.0,5800000,30-APR-19,04-FEB-20,60 DAY CREDIT,132351.52,MR,1
1,23150.0,137900,04-APR-11,30-MAR-12,60 DAY CREDIT,8546.75,MR,1
1,6350.0,133000,02-JUL-13,20-SEP-13,DIRECT,5716.12,MR,1
1,6350.0,133000,02-JUL-13,20-SEP-13,DIRECT,7959.45,MR,1
1,49400.0,900000,04-MAY-17,31-MAY-17,60 DAY CREDIT,25720.75,MR,1
1,1029932.5,3510000,15-SEP-16,15-FEB-17,60 DAY CREDIT,45522.36,MR,1
1,,3584000,13-JAN-12,09-JUN-12,60 DAY CREDIT,57349.92,MR,1
1,56300.0,8000000,13-OCT-18,08-OCT-19,60 DAY CREDIT,139862.53,MR,1
1,56300.0,8000000,13-OCT-18,08-OCT-19,DIRECT,101363.48,MR,1
2,37900.0,3500000,18-JAN-21,21-MAY-21,60 DAY CREDIT,42225.01,MR,1
1,,7100000,10-NOV-19,29-DEC-19,60 DAY CREDIT,94323.59,MR,1
1,,5000000,09-SEP-22,29-JUL-23,60 DAY CREDIT,102533.06,MR,1
1,,5000000,09-SEP-22,29-JUL-23,DIRECT,57486.56,MR,1
1,,5000000,09-SEP-22,29-JUL-23,60 DAY CREDIT,60550.62,MR,1
1,,5000000,01-AUG-22,29-JUL-23,60 DAY CREDIT,88781.66,MR,1
1,,6500000,04-JUL-23,08-APR-24,60 DAY CREDIT,99620.51,MR,1
1,,6500000,04-JUL-23,08-APR-24,60 DAY CREDIT,78850.38,MR,1
1,123350.0,6300000,03-APR-24,08-AUG-24,60 DAY CREDIT,89155.1,MR,1
1,,6300000,05-OCT-23,08-AUG-24,60 DAY CREDIT,89155.1,MR,1
1,,6000000,05-OCT-23,08-AUG-24,DIRECT,81487.74,MR,1
1,,6500000,16-MAR-23,08-APR-23,60 DAY CREDIT,99620.51,MR,1
1,,8500000,07-SEP-23,08-MAR-24,DIRECT,130296.5,MR,1
1,,6000000,30-JAN-24,03-JUL-24,60 DAY CREDIT,204760.49,MR,1
1,,6000000,30-JAN-24,03-JUL-24,60 DAY CREDIT,98016.04,MR,1
1,,6000000,30-JAN-24,03-JUL-24,DIRECT,148409.39,MR,1
1,,6300000,18-APR-24,08-AUG-24,60 DAY CREDIT,85143.7,MR,1
1,,10000000,24-JUL-24,03-JUL-25,DIRECT,89246.65,MR,1
1,,10000000,24-JUL-24,03-JUL-25,60 DAY CREDIT,204760.49,MR,1
1,,10000000,22-JUL-24,03-JUL-25,DIRECT,96162.92,MR,1
1,,8000000,20-SEP-24,08-APR-25,60 DAY CREDIT,99620.51,MR,1
1,,7500000,01-JAN-25,22-FEB-25,60 DAY CREDIT,90116.78,MR,1
1,,8500000,03-JAN-25,08-MAR-25,60 DAY CREDIT,130867.56,MR,1
1,,8500000,03-JAN-25,08-MAR-25,60 DAY CREDIT,131750.01,MR,1
1,,8500000,25-DEC-24,08-AUG-25,DIRECT,81487.74,MR,1
1,,16000000,22-MAY-25,09-APR-26,DIRECT,184999.49,MR,1
1,,16000000,22-MAY-25,09-APR-26,60 DAY CREDIT,186635.75,MR,1
1,,10000000,23-APR-25,03-JUL-25,DIRECT,95423.71,MR,1
1,,10000000,23-APR-25,03-JUL-25,DIRECT,96162.92,MR,1
3,,9500000,25-APR-25,08-AUG-25,DIRECT,87915.45,MR,1
3,,9500000,25-APR-25,08-AUG-25,DIRECT,87915.45,MR,1
1,,9500000,25-APR-25,08-AUG-25,60 DAY CREDIT,157779.87,MR,1
1,,9500000,25-APR-25,08-AUG-25,60 DAY CREDIT,85143.7,MR,1
1,,6300000,31-AUG-23,08-AUG-24,60 DAY CREDIT,85143.7,MR,1
1,,10000000,22-JUN-25,03-JUL-25,60 DAY CREDIT,98016.04,MR,1
1,,9000000,23-JUN-25,06-JAN-26,60 DAY CREDIT,202714.86,MR,1
1,,11000000,14-AUG-25,08-AUG-26,60 DAY CREDIT,90203.21,MR,1
1,,9500000,04-SEP-25,08-AUG-26,60 DAY CREDIT,160914.78,MR,1
1,,9500000,04-SEP-25,08-AUG-26,DIRECT,128052.57,MR,1
1,,9500000,04-SEP-25,08-AUG-26,60 DAY CREDIT,82727.38,MR,1
1,,8500000,15-OCT-25,08-MAR-26,60 DAY CREDIT,130867.56,MR,1
1,,7500000,26-SEP-25,22-FEB-26,60 DAY CREDIT,114368.36,MR,1
1,1182415.0,2500000,28-NOV-17,04-AUG-18,DIRECT,23407.3,MR,1
1,26950.0,2500000,17-FEB-16,04-AUG-16,60 DAY CREDIT,30291.82,MR,1
5,,2900000,07-AUG-17,26-MAY-18,60 DAY CREDIT,48435.3,MR,1
5,381925.0,2900000,17-AUG-17,26-MAY-18,60 DAY CREDIT,48435.3,MR,1
5,381925.0,2900000,17-AUG-17,26-MAY-18,60 DAY CREDIT,48140.89,MR,1
5,218062.5,2500000,29-MAY-15,04-SEP-15,DIRECT,49678.03,MR,1
5,218062.5,2500000,29-MAY-15,04-SEP-15,60 DAY CREDIT,42703.69,MR,1
5,47500.0,2500000,28-JAN-15,04-SEP-15,60 DAY CREDIT,49911.54,MR,1
5,47500.0,2500000,28-JAN-15,04-SEP-15,60 DAY CREDIT,52371.77,MR,1
5,47500.0,2500000,28-JAN-15,04-SEP-15,60 DAY CREDIT,43033.62,MR,1
5,80062.5,2500000,28-JAN-15,04-SEP-15,DIRECT,52684.28,MR,1
5,203562.5,2500000,20-FEB-15,04-SEP-15,DIRECT,52684.28,MR,1
5,549608.5,2000000,15-OCT-16,04-SEP-17,DIRECT,46792.76,MR,1
10,95000.0,4450000,15-SEP-14,26-MAY-15,60 DAY CREDIT,69580.7,MR,1
5,383100.0,2900000,27-JUN-16,26-MAY-17,60 DAY CREDIT,46466.42,MR,1
5,215520.2,2000000,01-OCT-16,04-SEP-17,60 DAY CREDIT,38071.51,MR,1
5,215520.2,2000000,01-OCT-16,04-SEP-17,60 DAY CREDIT,49911.54,MR,1
5,215520.2,2000000,01-OCT-16,04-SEP-17,DIRECT,49678.03,MR,1
5,261437.5,2800000,08-SEP-13,04-SEP-14,DIRECT,46792.76,MR,1
5,261437.5,2800000,08-SEP-13,04-SEP-14,60 DAY CREDIT,52371.77,MR,1
5,278000.0,2500000,31-JAN-12,04-SEP-12,60 DAY CREDIT,49911.54,MR,1
5,278000.0,2500000,31-JAN-12,04-SEP-12,60 DAY CREDIT,52371.77,MR,1
5,,2900000,25-FEB-18,26-MAY-18,60 DAY CREDIT,48140.89,MR,1
5,238175.0,2800000,27-AUG-20,26-MAY-21,60 DAY CREDIT,39912.65,MR,1
5,155950.0,2800000,23-SEP-20,26-MAY-21,60 DAY CREDIT,44928.93,MR,1
1,268000.0,6500000,01-FEB-21,10-DEC-21,60 DAY CREDIT,94729.62,MRS,1
1,268000.0,6500000,01-FEB-21,10-DEC-21,60 DAY CREDIT,86692.7,MRS,1
1,23100.0,5700000,23-DEC-19,28-DEC-19,60 DAY CREDIT,75029.1,MRS,1
1,14000.0,5700000,16-OCT-19,28-DEC-19,60 DAY CREDIT,76796.05,MRS,1
1,,6500000,16-OCT-19,10-DEC-19,60 DAY CREDIT,102762.11,MRS,1
1,120250.0,6500000,24-MAY-19,10-DEC-19,60 DAY CREDIT,81691.6,MRS,1
1,120250.0,6500000,24-MAY-19,10-DEC-19,60 DAY CREDIT,94729.62,MRS,1
1,120250.0,6500000,24-MAY-19,10-DEC-19,60 DAY CREDIT,99969.04,MRS,1
1,32000.0,6500000,16-MAR-22,10-DEC-22,60 DAY CREDIT,102762.11,MRS,1
1,32000.0,6500000,16-MAR-22,10-DEC-22,DIRECT,84611.62,MRS,1
1,32000.0,6500000,16-MAR-22,10-DEC-22,60 DAY CREDIT,86739.38,MRS,1
1,32000.0,6500000,16-MAR-22,10-DEC-22,60 DAY CREDIT,99969.04,MRS,1
1,36500.0,6500000,21-MAR-23,10-DEC-23,60 DAY CREDIT,93108.29,MRS,1
1,36500.0,6500000,21-MAR-23,10-DEC-23,60 DAY CREDIT,86739.38,MRS,1
3,,3280000,18-OCT-18,30-JUL-19,DIRECT,84054.5,MR,1
3,,186620,04-JUN-12,28-NOV-12,60 DAY CREDIT,10041.87,MR,1
3,44250.0,3280000,21-AUG-18,30-JUL-19,60 DAY CREDIT,84700.93,MR,1
1,22327.0,144900,09-MAR-14,28-DEC-14,60 DAY CREDIT,8281.38,MRS,1
1,,4000000,18-NOV-19,05-MAR-20,60 DAY CREDIT,53433.91,MR,1
1,13500.0,3895000,28-APR-19,21-OCT-19,60 DAY CREDIT,89306.51,MR,1
1,22000.0,3500000,15-JAN-18,07-MAY-18,60 DAY CREDIT,63672.27,MR,1
1,404850.0,3500000,02-DEC-18,07-MAY-19,60 DAY CREDIT,59936.2,MR,1
1,404850.0,3500000,02-DEC-18,07-MAY-19,60 DAY CREDIT,57891.88,MR,1
1,5500.0,4000000,09-MAR-13,07-MAY-13,60 DAY CREDIT,136450.05,MR,1
1,32800.0,4000000,06-JUN-13,07-MAY-14,60 DAY CREDIT,59936.2,MR,1
1,297080.0,3500000,04-MAR-18,07-MAY-18,DIRECT,75064.92,MR,1
1,297080.0,3500000,04-MAR-18,07-MAY-18,60 DAY CREDIT,59936.2,MR,1
1,297080.0,3500000,04-MAR-18,07-MAY-18,60 DAY CREDIT,63672.27,MR,1
5,,6790000,13-AUG-16,10-JUL-17,60 DAY CREDIT,88612.52,MR,1
5,118160.0,6790000,04-JUN-18,10-JUL-18,60 DAY CREDIT,88612.52,MR,1
5,,6790000,15-NOV-18,10-JUL-19,60 DAY CREDIT,94493.4,MR,1
5,,6790000,15-NOV-18,10-JUL-19,DIRECT,84516.9,MR,1
5,120868.75,6790000,01-OCT-18,10-JUL-19,60 DAY CREDIT,88612.52,MR,1
10,135000.0,6790000,23-FEB-20,10-JUL-20,DIRECT,99841.26,MR,1
5,115465.0,6790000,05-FEB-18,10-JUL-18,DIRECT,84516.9,MR,1
5,326360.0,6790000,30-OCT-19,10-JUL-20,60 DAY CREDIT,101291.14,MR,1
5,326360.0,6790000,30-OCT-19,10-JUL-20,60 DAY CREDIT,92456.15,MR,1
5,326360.0,6790000,30-OCT-19,10-JUL-20,60 DAY CREDIT,94479.76,MR,1
5,,6790000,13-AUG-20,10-JUL-21,60 DAY CREDIT,101291.14,MR,1
5,,6790000,13-AUG-20,10-JUL-21,60 DAY CREDIT,94493.4,MR,1
10,621667.0,6790000,07-JUN-19,10-JUL-19,60 DAY CREDIT,88905.94,MR,1
10,,6790000,09-AUG-23,10-JUL-24,60 DAY CREDIT,86967.49,MR,1
5,,6790000,09-AUG-23,10-JUL-24,60 DAY CREDIT,94493.4,MR,1
5,1132375.0,6790000,11-JUN-24,10-JUL-24,60 DAY CREDIT,101291.14,MR,1
10,1210480.0,6790000,23-AUG-23,10-JUL-24,DIRECT,99841.26,MR,1
2,198200.0,5000000,15-FEB-19,30-MAY-19,DIRECT,56402.5,MR,1
4,396400.0,5000000,15-FEB-19,30-MAY-19,60 DAY CREDIT,54365.04,MR,1
2,57492.0,1200000,09-MAR-14,29-JUL-14,60 DAY CREDIT,21294.95,MR,1
4,333800.0,5000000,28-NOV-18,30-MAY-19,60 DAY CREDIT,54365.04,MR,1
2,325700.0,5000000,27-FEB-20,30-MAY-20,60 DAY CREDIT,58047.9,MR,1
4,651400.0,5000000,27-FEB-20,30-MAY-20,60 DAY CREDIT,54365.04,MR,1
2,299166.88,1200000,21-SEP-12,26-JUL-13,60 DAY CREDIT,29116.13,MR,1
1,,3400000,17-MAY-16,12-JAN-17,60 DAY CREDIT,69151.67,MR,1
1,37723.0,340000,28-JUL-13,20-SEP-13,60 DAY CREDIT,17038.37,MR,1
1,37723.0,340000,28-JUL-13,20-SEP-13,DIRECT,18473.39,MR,1
1,,340000,25-AUG-13,20-SEP-13,60 DAY CREDIT,17038.37,MR,1
1,,340000,25-AUG-13,20-SEP-13,DIRECT,18473.39,MR,1
3,22500.0,7000000,23-MAR-21,13-NOV-21,DIRECT,89430.23,MR,1
1,2523125.0,9000000,13-SEP-24,13-NOV-24,DIRECT,71717.45,MR,1
1,24000.0,3450000,13-AUG-15,15-JUL-16,60 DAY CREDIT,57887.25,MR,1
1,19750.0,3550000,30-OCT-14,15-JUL-15,60 DAY CREDIT,52449.82,MR,1
1,19750.0,3550000,30-OCT-14,15-JUL-15,60 DAY CREDIT,57887.25,MR,1
1,25000.0,3450000,06-JUL-16,15-JUL-16,60 DAY CREDIT,53459.79,MR,1
1,10400.0,3800000,08-OCT-17,15-JUL-18,60 DAY CREDIT,52449.82,MR,1
1,10400.0,3800000,08-OCT-17,15-JUL-18,60 DAY CREDIT,57887.25,MR,1
1,174300.0,3500000,15-SEP-18,15-JUL-19,60 DAY CREDIT,57887.25,MR,1
1,352000.0,6000000,20-MAY-22,25-AUG-22,60 DAY CREDIT,168497.08,MRS,1
1,352000.0,6000000,20-MAY-22,25-AUG-22,60 DAY CREDIT,78679.78,MRS,1
1,101450.0,5050000,01-JUL-23,02-DEC-23,60 DAY CREDIT,124554.34,MRS,1
1,92400.0,3600000,25-JUN-23,21-JUL-23,60 DAY CREDIT,125422.99,MRS,1
1,93500.0,5000000,18-MAR-24,25-AUG-24,60 DAY CREDIT,136945.6,MRS,1
1,122500.0,5050000,23-FEB-23,02-DEC-23,60 DAY CREDIT,161089.25,MRS,1
1,109550.0,4300000,19-MAR-23,18-SEP-23,60 DAY CREDIT,160607.4,MRS,1
